Aggr started. input=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\conv_entities.json, output=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\aggr_entities.json, log=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\logs\aggr.log
===== [Stage 1] 角色判定（并发=10）=====
[role] 阴阳五行学说 -> core | ok=True attempts=1 fallback=False
[role] 阴寒 -> non-core | ok=True attempts=1 fallback=False
[role] 血行凝滞 -> non-core | ok=True attempts=1 fallback=False
[role] 阳气受损 -> non-core | ok=True attempts=1 fallback=False
[role] 脉迟细 -> non-core | ok=True attempts=1 fallback=False
[role] 体温下降 -> non-core | ok=True attempts=1 fallback=False
[role] 虫蜇 -> non-core | ok=True attempts=1 fallback=False
[role] 寒战 -> core | ok=True attempts=1 fallback=False
[role] 冻疮 -> non-core | ok=True attempts=1 fallback=False
[role] 高热神昏 -> non-core | ok=True attempts=1 fallback=False
[role] 局部肿痛出血 -> non-core | ok=True attempts=1 fallback=False
[role] 全身中毒 -> non-core | ok=True attempts=1 fallback=False
[role] 兽咬 -> non-core | ok=True attempts=1 fallback=False
[role] 农药 -> non-core | ok=True attempts=1 fallback=False
[role] 强酸 -> non-core | ok=True attempts=1 fallback=False
[role] 毒蛇咬伤 -> non-core | ok=True attempts=1 fallback=False
[role] 毒气 -> non-core | ok=True attempts=1 fallback=False
[role] 局部烧灼糜烂 -> non-core | ok=True attempts=1 fallback=False
[role] 血肿 -> non-core | ok=True attempts=1 fallback=False
[role] 强碱 -> non-core | ok=True attempts=1 fallback=False
[role] 寄生虫 -> core | ok=True attempts=1 fallback=False
[role] 脉搏细微 -> non-core | ok=True attempts=1 fallback=False
[role] 触电部位烧伤 -> non-core | ok=True attempts=1 fallback=False
[role] 心跳呼吸停止 -> non-core | ok=True attempts=1 fallback=False
[role] 门静脉系统 -> non-core | ok=True attempts=1 fallback=False
[role] 蛲虫 -> non-core | ok=True attempts=1 fallback=False
[role] 绦虫 -> core | ok=True attempts=1 fallback=False
[role] 钩虫 -> core | ok=True attempts=1 fallback=False
[role] 虫卵 -> non-core | ok=True attempts=1 fallback=False
[role] 血吸虫 -> core | ok=True attempts=1 fallback=False
[role] 腹水 -> non-core | ok=True attempts=1 fallback=False
[role] 胆道蛔虫病 -> core | ok=True attempts=1 fallback=False
[role] 脐周疼痛 -> non-core | ok=True attempts=1 fallback=False
[role] 肺卫 -> core | ok=True attempts=1 fallback=False
[role] 肛门奇痒 -> non-core | ok=True attempts=1 fallback=False
[role] 贫血 -> non-core | ok=True attempts=1 fallback=False
[role] 肠梗阻 -> non-core | ok=True attempts=1 fallback=False
[role] 囊尾蚴 -> non-core | ok=True attempts=1 fallback=False
[role] 胃肠功能失调 -> non-core | ok=True attempts=1 fallback=False
[role] 囊虫病 -> non-core | ok=True attempts=1 fallback=False
[role] 腹痛腹泻 -> non-core | ok=True attempts=1 fallback=False
[role] 医过 -> core | ok=True attempts=1 fallback=False
[role] 面黄体瘦 -> non-core | ok=True attempts=1 fallback=False
[role] 病情延误 -> non-core | ok=True attempts=1 fallback=False
[role] 虫体节片 -> non-core | ok=True attempts=1 fallback=False
[role] 食欲亢进 -> non-core | ok=True attempts=1 fallback=False
[role] 医术不精 -> non-core | ok=True attempts=1 fallback=False
[role] 医生职业道德缺失 -> non-core | ok=True attempts=1 fallback=False
[role] 对病人不负责任 -> non-core | ok=True attempts=1 fallback=False
[role] 言行不当 -> non-core | ok=True attempts=1 fallback=False
[role] 引发新疾 -> non-core | ok=True attempts=1 fallback=False
[role] 语言粗鲁 -> non-core | ok=True attempts=1 fallback=False
[role] 不良刺激 -> non-core | ok=True attempts=1 fallback=False
[role] 举止不端 -> non-core | ok=True attempts=1 fallback=False
[role] 字迹潦草 -> non-core | ok=True attempts=1 fallback=False
[role] 诱发新病 -> non-core | ok=True attempts=1 fallback=False
[role] 思想负担 -> non-core | ok=True attempts=1 fallback=False
[role] 处方草率 -> non-core | ok=True attempts=1 fallback=False
[role] 态度生硬 -> non-core | ok=True attempts=1 fallback=False
[role] 使用别名僻名 -> non-core | ok=True attempts=1 fallback=False
[role] 用药不规范 -> non-core | ok=True attempts=1 fallback=False
[role] 医疗事故 -> non-core | ok=True attempts=1 fallback=False
[role] 病人疑虑 -> non-core | ok=True attempts=1 fallback=False
[role] 不信任 -> non-core | ok=True attempts=1 fallback=False
[role] 影响疗效 -> non-core | ok=True attempts=1 fallback=False
[role] 误诊误治 -> non-core | ok=True attempts=1 fallback=False
[role] 医术不高 -> non-core | ok=True attempts=1 fallback=False
[role] 错发药物 -> non-core | ok=True attempts=1 fallback=False
[role] 耽误治疗 -> non-core | ok=True attempts=1 fallback=False
[role] 粗心大意 -> non-core | ok=True attempts=1 fallback=False
[role] 用药失误 -> non-core | ok=True attempts=1 fallback=False
[role] 辨证不准 -> non-core | ok=True attempts=1 fallback=False
[role] 操作不当 -> non-core | ok=True attempts=1 fallback=False
[role] 情志异常波动 -> non-core | ok=True attempts=1 fallback=False
[role] 医疗差错 -> core | ok=True attempts=1 fallback=False
[role] 诊疗行为 -> non-core | ok=True attempts=1 fallback=False
[role] 不应有的损失 -> non-core | ok=True attempts=1 fallback=False
[role] 医生职业素养 -> core | ok=True attempts=1 fallback=False
[role] 医过致病 -> core | ok=True attempts=1 fallback=False
[role] 外伤致病 -> non-core | ok=True attempts=1 fallback=False
[role] 乌头 -> non-core | ok=True attempts=1 fallback=False
[role] 药邪致病 -> core | ok=True attempts=1 fallback=False
[role] 医疗失误 -> core | ok=True attempts=1 fallback=False
[role] 炮制不当 -> core | ok=True attempts=1 fallback=False
[role] 用药过量 -> core | ok=True attempts=1 fallback=False
[role] 半夏 -> non-core | ok=True attempts=1 fallback=False
[role] 附子 -> non-core | ok=True attempts=1 fallback=False
[role] 药物毒性 -> core | ok=True attempts=1 fallback=False
[role] 药邪 -> core | ok=True attempts=1 fallback=False
[role] 用法不当 -> non-core | ok=True attempts=1 fallback=False
[role] 滥用补药 -> non-core | ok=True attempts=1 fallback=False
[role] 药物中毒 -> core | ok=True attempts=1 fallback=False
[role] 十八反 -> core | ok=True attempts=1 fallback=False
[role] 毒性药物 -> core | ok=True attempts=1 fallback=False
[role] 配伍不当 -> core | ok=True attempts=1 fallback=False
[role] 十九畏 -> core | ok=True attempts=1 fallback=False
[role] 药物过敏 -> non-core | ok=True attempts=1 fallback=False
[role] 头晕 -> non-core | ok=True attempts=1 fallback=False
[role] 舌麻 -> non-core | ok=True attempts=1 fallback=False
[role] 腹痛泄泻 -> non-core | ok=True attempts=1 fallback=False
[role] 烦躁 -> non-core | ok=True attempts=1 fallback=False
[role] 脏器损害 -> non-core | ok=True attempts=1 fallback=False
[role] 紫绀 -> non-core | ok=True attempts=1 fallback=False
[role] 哮喘 -> non-core | ok=True attempts=1 fallback=False
[role] 厥脱 -> non-core | ok=True attempts=1 fallback=False
[role] 嗜睡 -> non-core | ok=True attempts=1 fallback=False
[role] 毒性成分 -> non-core | ok=True attempts=1 fallback=False
[role] 流产 -> non-core | ok=True attempts=1 fallback=False
[role] 畸胎 -> non-core | ok=True attempts=1 fallback=False
[role] 子孙代 -> non-core | ok=True attempts=1 fallback=False
[role] 过敏反应 -> non-core | ok=True attempts=1 fallback=False
[role] 遗传因素 -> core | ok=True attempts=1 fallback=False
[role] 遗传性疾病 -> core | ok=True attempts=1 fallback=False
[role] 亲祖代 -> non-core | ok=True attempts=1 fallback=False
[role] 遗传信息 -> core | ok=True attempts=1 fallback=False
[role] 近亲婚配 -> core | ok=True attempts=1 fallback=False
[role] 单卵双生 -> non-core | ok=True attempts=1 fallback=False
[role] 精神分裂症 -> core | ok=True attempts=1 fallback=False
[role] 血友病 -> core | ok=True attempts=1 fallback=False
[role] 异卵双生 -> non-core | ok=True attempts=1 fallback=False
[role] 多指（趾）症 -> non-core | ok=True attempts=1 fallback=False
[role] 糖尿病 -> core | ok=True attempts=1 fallback=False
[role] 高血压病 -> core | ok=True attempts=1 fallback=False
[role] 多囊肾 -> non-core | ok=True attempts=1 fallback=False
[role] 近视 -> non-core | ok=True attempts=1 fallback=False
[role] 癫痫 -> core | ok=True attempts=1 fallback=False
[role] 过敏性疾病 -> core | ok=True attempts=1 fallback=False
[role] 色盲 -> core | ok=True attempts=1 fallback=False
[role] 胎弱 -> non-core | ok=True attempts=1 fallback=False
[role] 胎传因素 -> core | ok=True attempts=1 fallback=False
[role] 梅毒 -> core | ok=True attempts=1 fallback=False
[role] 乙肝病毒 -> non-core | ok=True attempts=1 fallback=False
[role] 遗毒 -> non-core | ok=True attempts=1 fallback=False
[role] 艾滋病病毒 -> non-core | ok=True attempts=1 fallback=False
[role] 胎毒 -> non-core | ok=True attempts=1 fallback=False
[role] 疮疹 -> non-core | ok=True attempts=1 fallback=False
[role] 正气存内，邪不可干 -> core | ok=True attempts=1 fallback=False
[role] 发病学 -> core | ok=True attempts=1 fallback=False
[role] 《灵枢·百病始生》 -> core | ok=True attempts=1 fallback=False
[role] 卫外固密 -> core | ok=True attempts=1 fallback=False
[role] 风雨寒热 -> core | ok=True attempts=1 fallback=False
[role] 正气不足 -> core | ok=True attempts=1 fallback=False
[role] 邪之所凑，其气必虚 -> core | ok=True attempts=1 fallback=False
[role] 六淫邪气 -> core | ok=True attempts=1 fallback=False
[role] 正气内虚 -> core | ok=True attempts=1 fallback=False
[role] 邪气过盛 -> non-core | ok=True attempts=1 fallback=False
[role] 《素问·刺法论》 -> core | ok=True attempts=1 fallback=False
[role] 致病性 -> core | ok=True attempts=1 fallback=False
[role] 高温 -> non-core | ok=True attempts=1 fallback=False
[role] 五疫 -> core | ok=True attempts=1 fallback=False
[role] 中毒 -> non-core | ok=True attempts=1 fallback=False
[role] 邪正相争 -> core | ok=True attempts=1 fallback=False
[role] 邪气所中部位深浅 -> non-core | ok=True attempts=1 fallback=False
[role] 正胜邪却 -> non-core | ok=True attempts=1 fallback=False
[role] 邪胜正负 -> core | ok=True attempts=1 fallback=False
[role] 感邪轻重 -> non-core | ok=True attempts=1 fallback=False
[role] 燥病 -> non-core | ok=True attempts=1 fallback=False
[role] 电击 -> non-core | ok=True attempts=1 fallback=False
[role] 季节性多发病 -> core | ok=True attempts=1 fallback=False
[role] 四时气候 -> core | ok=True attempts=1 fallback=False
[role] 致病邪气 -> core | ok=True attempts=1 fallback=False
[role] 寒病 -> non-core | ok=True attempts=1 fallback=False
[role] 湿热病 -> non-core | ok=True attempts=1 fallback=False
[role] 暑热病 -> core | ok=True attempts=1 fallback=False
[role] 风温病 -> core | ok=True attempts=1 fallback=False
[role] 感冒 -> non-core | ok=True attempts=1 fallback=False
[role] 地域差异 -> core | ok=True attempts=1 fallback=False
[role] 麻疹 -> non-core | ok=True attempts=1 fallback=False
[role] 人体正气 -> core | ok=True attempts=1 fallback=False
[role] 自然条件 -> core | ok=True attempts=1 fallback=False
[role] 百日咳 -> core | ok=True attempts=1 fallback=False
[role] 水土差异 -> core | ok=True attempts=1 fallback=False
[role] 常见病 -> non-core | ok=True attempts=1 fallback=False
[role] 多发病 -> non-core | ok=True attempts=1 fallback=False
[role] 《素问·异法方宜论》 -> core | ok=True attempts=1 fallback=False
[role] 气候特点 -> core | ok=True attempts=1 fallback=False
[role] 外环境 -> non-core | ok=True attempts=1 fallback=False
[role] 气候寒温 -> non-core | ok=True attempts=1 fallback=False
[role] 地方病 -> core | ok=True attempts=1 fallback=False
[role] 工业废气 -> non-core | ok=True attempts=1 fallback=False
[role] 粉尘 -> non-core | ok=True attempts=1 fallback=False
[role] 瘿瘤 -> non-core | ok=True attempts=1 fallback=False
[role] 地域高低 -> core | ok=True attempts=1 fallback=False
[role] 秽物淤积 -> non-core | ok=True attempts=1 fallback=False
[role] 寒湿邪气 -> core | ok=True attempts=1 fallback=False
[role] 杀虫药剂 -> core | ok=True attempts=1 fallback=False
[role] 环境卫生差 -> non-core | ok=True attempts=1 fallback=False
[role] 蚊蝇孳生 -> non-core | ok=True attempts=1 fallback=False
[role] 痨嗽 -> non-core | ok=True attempts=1 fallback=False
[role] 关节疼痛 -> non-core | ok=True attempts=1 fallback=False
[role] 表气素虚 -> non-core | ok=True attempts=1 fallback=False
[role] 瘦人多火 -> core | ok=True attempts=1 fallback=False
[role] 食物污染 -> core | ok=True attempts=1 fallback=False
[role] 正气盛衰 -> core | ok=True attempts=1 fallback=False
[role] 中风 -> core | ok=True attempts=1 fallback=False
[role] 阳气素弱 -> non-core | ok=True attempts=1 fallback=False
[role] 阴气素衰 -> non-core | ok=True attempts=1 fallback=False
[role] 肥人多痰湿 -> core | ok=True attempts=1 fallback=False
[role] 《医理辑要》 -> non-core | ok=True attempts=1 fallback=False
[role] 脾胃亏虚 -> non-core | ok=True attempts=1 fallback=False
[role] 多思忧虑 -> non-core | ok=True attempts=1 fallback=False
[role] 紧张 -> non-core | ok=True attempts=1 fallback=False
[role] 中气亏损 -> core | ok=True attempts=1 fallback=False
[role] 愤怒 -> core | ok=True attempts=1 fallback=False
[role] 精神状态 -> core | ok=True attempts=1 fallback=False
[role] 妄想不遂 -> non-core | ok=True attempts=1 fallback=False
[role] 调摄精神情志 -> core | ok=True attempts=1 fallback=False
[role] 抗病能力 -> core | ok=True attempts=1 fallback=False
[role] 恬惔虚无 -> core | ok=True attempts=1 fallback=False
[role] 情绪低沉 -> core | ok=True attempts=1 fallback=False
[role] 真气 -> core | ok=True attempts=1 fallback=False
[role] 疾病易感性 -> core | ok=True attempts=1 fallback=False
[role] 精神内守 -> core | ok=True attempts=1 fallback=False
[role] 新感外邪 -> non-core | ok=True attempts=1 fallback=False
[role] 感而即发 -> core | ok=True attempts=1 fallback=False
[role] 急性外感病 -> core | ok=True attempts=1 fallback=False
[role] 情志骤变 -> core | ok=True attempts=1 fallback=False
[role] 疫病邪气致病 -> core | ok=True attempts=1 fallback=False
[role] 暴怒 -> core | ok=True attempts=1 fallback=False
[role] 大悲 -> non-core | ok=True attempts=1 fallback=False
[role] 外感六淫病邪 -> core | ok=True attempts=1 fallback=False
[role] 误食有毒物 -> non-core | ok=True attempts=1 fallback=False
[role] 气血逆乱 -> core | ok=True attempts=1 fallback=False
[role] 吸入秽毒 -> non-core | ok=True attempts=1 fallback=False
[role] 伏邪 -> core | ok=True attempts=1 fallback=False
[role] 金刃 -> non-core | ok=True attempts=1 fallback=False
[role] 急性外伤 -> core | ok=True attempts=1 fallback=False
[role] 虫蛇咬伤 -> non-core | ok=True attempts=1 fallback=False
[role] 感邪轻浅 -> non-core | ok=True attempts=1 fallback=False
[role] 饮食所伤 -> core | ok=True attempts=1 fallback=False
[role] 诱因 -> core | ok=True attempts=1 fallback=False
[role] 跌打 -> non-core | ok=True attempts=1 fallback=False
[role] 气候变化 -> core | ok=True attempts=1 fallback=False
[role] 伏气温病 -> core | ok=True attempts=1 fallback=False
[role] 风痰阻络 -> non-core | ok=True attempts=1 fallback=False
[role] 内伤病变 -> core | ok=True attempts=1 fallback=False
[role] 里热病变 -> core | ok=True attempts=1 fallback=False
[role] 痰饮内伏 -> non-core | ok=True attempts=1 fallback=False
[role] 情志波动 -> core | ok=True attempts=1 fallback=False
[role] 偏瘫 -> non-core | ok=True attempts=1 fallback=False
[role] 徐发 -> core | ok=True attempts=1 fallback=False
[role] 狂犬病 -> core | ok=True attempts=1 fallback=False
[role] 艾滋病 -> core | ok=True attempts=1 fallback=False
[role] 思虑过度 -> non-core | ok=True attempts=1 fallback=False
[role] 忧愁不释 -> non-core | ok=True attempts=1 fallback=False
[role] 嗜食膏粱厚味 -> non-core | ok=True attempts=1 fallback=False
[role] 房事不节 -> non-core | ok=True attempts=1 fallback=False
[role] 正气虚 -> core | ok=True attempts=1 fallback=False
[role] 年高体弱者 -> non-core | ok=True attempts=1 fallback=False
[role] 外感病 -> core | ok=True attempts=1 fallback=False
[role] 嗜酒成癖 -> non-core | ok=True attempts=1 fallback=False
[role] 邪气性质 -> non-core | ok=True attempts=1 fallback=False
[role] 渐进性病理变化 -> core | ok=True attempts=1 fallback=False
[role] 原发病 -> non-core | ok=True attempts=1 fallback=False
[role] 癥积 -> non-core | ok=True attempts=1 fallback=False
[role] 鼓胀 -> non-core | ok=True attempts=1 fallback=False
[role] 继发 -> core | ok=True attempts=1 fallback=False
[role] 体质强弱 -> non-core | ok=True attempts=1 fallback=False
[role] 癥瘕 -> core | ok=True attempts=1 fallback=False
[role] 痞块 -> non-core | ok=True attempts=1 fallback=False
[role] 积块 -> non-core | ok=True attempts=1 fallback=False
[role] 疟母 -> non-core | ok=True attempts=1 fallback=False
[role] 单腹胀 -> non-core | ok=True attempts=1 fallback=False
[role] 胀病 -> core | ok=True attempts=1 fallback=False
[role] 虫积 -> non-core | ok=True attempts=1 fallback=False
[role] 疾病的复发 -> core | ok=True attempts=1 fallback=False
[role] 脾大 -> non-core | ok=True attempts=1 fallback=False
[role] 劳复 -> core | ok=True attempts=1 fallback=False
[role] 药复 -> non-core | ok=True attempts=1 fallback=False
[role] 重感致复 -> non-core | ok=True attempts=1 fallback=False
[role] 邪气伤人 -> core | ok=True attempts=1 fallback=False
[role] 自复 -> core | ok=True attempts=1 fallback=False
[role] 诱发因素 -> core | ok=True attempts=1 fallback=False
[role] 实性病机 -> core | ok=True attempts=1 fallback=False
[role] 虚性病机 -> core | ok=True attempts=1 fallback=False
[role] 大实有羸状 -> non-core | ok=True attempts=1 fallback=False
[role] 虚实真假 -> non-core | ok=True attempts=1 fallback=False
[role] 虚实夹杂 -> core | ok=True attempts=1 fallback=False
[role] 至虚有盛候 -> non-core | ok=True attempts=1 fallback=False
[role] 精气血津液亏损 -> core | ok=True attempts=1 fallback=False
[role] 邪正双方 -> core | ok=True attempts=1 fallback=False
[role] 脏腑功能衰退 -> core | ok=True attempts=1 fallback=False
[role] 邪胜正衰 -> core | ok=True attempts=1 fallback=False
[role] 正胜邪退 -> core | ok=True attempts=1 fallback=False
[role] 邪去正虚 -> non-core | ok=True attempts=1 fallback=False
[role] 疾病转归 -> core | ok=True attempts=1 fallback=False
[role] 风寒感冒 -> core | ok=True attempts=1 fallback=False
[role] 解表宣肺 -> non-core | ok=True attempts=1 fallback=False
[role] 正虚邪恋 -> core | ok=True attempts=1 fallback=False
[role] 热病 -> non-core | ok=True attempts=1 fallback=False
[role] 邪正斗争 -> core | ok=True attempts=1 fallback=False
[role] 外邪犯肺 -> non-core | ok=True attempts=1 fallback=False
[role] 邪热伤阴 -> non-core | ok=True attempts=1 fallback=False
[role] 疾病基本矛盾 -> core | ok=True attempts=1 fallback=False
[role] 病邪出入 -> core | ok=True attempts=1 fallback=False
[role] 转归预后 -> core | ok=True attempts=1 fallback=False
[role] 阴偏盛 -> non-core | ok=True attempts=1 fallback=False
[role] 久咳不愈 -> non-core | ok=True attempts=1 fallback=False
[role] 最基本的病理变化 -> core | ok=True attempts=1 fallback=False
[role] 阳偏盛 -> core | ok=True attempts=1 fallback=False
[role] 实热证 -> core | ok=True attempts=1 fallback=False
[role] 邪气盛则实 -> core | ok=True attempts=1 fallback=False
[role] 实寒证 -> core | ok=True attempts=1 fallback=False
[role] 阴偏衰 -> core | ok=True attempts=1 fallback=False
[role] 脉数 -> non-core | ok=True attempts=1 fallback=False
[role] 形寒肢冷 -> non-core | ok=True attempts=1 fallback=False
[role] 阴不制阳 -> non-core | ok=True attempts=1 fallback=False
[role] 阳不制阴 -> non-core | ok=True attempts=1 fallback=False
[role] 阳偏衰 -> core | ok=True attempts=1 fallback=False
[role] 虚寒状态 -> core | ok=True attempts=1 fallback=False
[role] 阴虚则阳亢 -> core | ok=True attempts=1 fallback=False
[role] 阳虚则阴盛 -> core | ok=True attempts=1 fallback=False
[role] 畏寒 -> non-core | ok=True attempts=1 fallback=False
[role] 虚热状态 -> core | ok=True attempts=1 fallback=False
[role] 低热 -> non-core | ok=True attempts=1 fallback=False
[role] 精神不振 -> non-core | ok=True attempts=1 fallback=False
[role] 四肢不温 -> non-core | ok=True attempts=1 fallback=False
[role] 肾阴不足 -> core | ok=True attempts=1 fallback=False
[role] 五心烦热 -> non-core | ok=True attempts=1 fallback=False
[role] 阴阳互根互用 -> core | ok=True attempts=1 fallback=False
[role] 真阴 -> core | ok=True attempts=1 fallback=False
[role] 肝阳上亢 -> core | ok=True attempts=1 fallback=False
[role] 口燥咽干 -> non-core | ok=True attempts=1 fallback=False
[role] 元阳 -> core | ok=True attempts=1 fallback=False
[role] 阴盛格阳 -> core | ok=True attempts=1 fallback=False
[role] 阴阳格拒 -> core | ok=True attempts=1 fallback=False
[role] 真寒假热 -> core | ok=True attempts=1 fallback=False
[role] 阳盛格阴 -> core | ok=True attempts=1 fallback=False
[role] 戴阳 -> core | ok=True attempts=1 fallback=False
[role] 真热假寒 -> core | ok=True attempts=1 fallback=False
[role] 内真寒、外假热 -> core | ok=True attempts=1 fallback=False
[role] 内真热、外假寒 -> core | ok=True attempts=1 fallback=False
[role] 身热 -> non-core | ok=True attempts=1 fallback=False
[role] 烦渴饮冷 -> non-core | ok=True attempts=1 fallback=False
[role] 下利清谷 -> non-core | ok=True attempts=1 fallback=False
[role] 胸腹灼热 -> non-core | ok=True attempts=1 fallback=False
[role] 面红 -> non-core | ok=True attempts=1 fallback=False
[role] 阳气大量消耗 -> non-core | ok=True attempts=1 fallback=False
[role] 亡阳 -> core | ok=True attempts=1 fallback=False
[role] 亡阴 -> core | ok=True attempts=1 fallback=False
[role] 阴阳亡失 -> core | ok=True attempts=1 fallback=False
[role] 下元真阳 -> core | ok=True attempts=1 fallback=False
[role] 精气乃绝 -> non-core | ok=True attempts=1 fallback=False
[role] 阴阳离决 -> core | ok=True attempts=1 fallback=False
[role] 阴阳相互制约 -> core | ok=True attempts=1 fallback=False
[role] 阴液耗竭 -> core | ok=True attempts=1 fallback=False
[role] 消长 -> core | ok=True attempts=1 fallback=False
[role] 转化 -> core | ok=True attempts=1 fallback=False
[role] 互损 -> non-core | ok=True attempts=1 fallback=False
[role] 寒热虚实 -> core | ok=True attempts=1 fallback=False
[role] 偏衰 -> core | ok=True attempts=1 fallback=False
[role] 格拒 -> non-core | ok=True attempts=1 fallback=False
[role] 偏盛 -> non-core | ok=True attempts=1 fallback=False
[role] 气的失常 -> core | ok=True attempts=1 fallback=False
[role] 虚极危候 -> non-core | ok=True attempts=1 fallback=False
[role] 血液运行失常 -> core | ok=True attempts=1 fallback=False
[role] 化源不足 -> non-core | ok=True attempts=1 fallback=False
[role] 失血过多 -> non-core | ok=True attempts=1 fallback=False
[role] 血行迫疾 -> non-core | ok=True attempts=1 fallback=False
[role] 久病耗伤营血 -> non-core | ok=True attempts=1 fallback=False
[role] 肾精亏损 -> core | ok=True attempts=1 fallback=False
[role] 头晕健忘 -> non-core | ok=True attempts=1 fallback=False
[role] 寒凝 -> non-core | ok=True attempts=1 fallback=False
[role] 热灼 -> non-core | ok=True attempts=1 fallback=False
[role] 心悸失眠 -> non-core | ok=True attempts=1 fallback=False
[role] 久病入络 -> core | ok=True attempts=1 fallback=False
[role] 升降出入运动 -> non-core | ok=True attempts=1 fallback=False
[role] 脾胃虚弱 -> core | ok=True attempts=1 fallback=False
[role] 阳热邪气 -> core | ok=True attempts=1 fallback=False
[role] 热迫血行 -> non-core | ok=True attempts=1 fallback=False
[role] 情志化火 -> non-core | ok=True attempts=1 fallback=False
[role] 阳气亢盛 -> non-core | ok=True attempts=1 fallback=False
[role] 瘀血阻络 -> non-core | ok=True attempts=1 fallback=False
[role] 阳气冲逆 -> non-core | ok=True attempts=1 fallback=False
[role] 气虚不摄 -> non-core | ok=True attempts=1 fallback=False
[role] 津液生成 -> core | ok=True attempts=1 fallback=False
[role] 津液排泄 -> core | ok=True attempts=1 fallback=False
[role] 水湿 -> core | ok=True attempts=1 fallback=False
[role] 辛燥 -> non-core | ok=True attempts=1 fallback=False
[role] 形瘦肉脱 -> non-core | ok=True attempts=1 fallback=False
[role] 久病耗阴 -> non-core | ok=True attempts=1 fallback=False
[role] 舌光红无苔 -> non-core | ok=True attempts=1 fallback=False
[role] 津液蓄积 -> core | ok=True attempts=1 fallback=False
[role] 热病后期 -> non-core | ok=True attempts=1 fallback=False
[role] 化火 -> core | ok=True attempts=1 fallback=False
[role] 失血 -> non-core | ok=True attempts=1 fallback=False
[role] 肾阳气化 -> core | ok=True attempts=1 fallback=False
[role] 摄津 -> non-core | ok=True attempts=1 fallback=False
[role] 水湿痰饮 -> core | ok=True attempts=1 fallback=False
[role] 养气 -> non-core | ok=True attempts=1 fallback=False
[role] 行血 -> non-core | ok=True attempts=1 fallback=False
[role] 血与津液同源互化 -> non-core | ok=True attempts=1 fallback=False
[role] 气血运行 -> core | ok=True attempts=1 fallback=False
[role] 摄血 -> core | ok=True attempts=1 fallback=False
[role] 津液外泄 -> non-core | ok=True attempts=1 fallback=False
[role] 行津 -> non-core | ok=True attempts=1 fallback=False
[role] 津液停滞 -> core | ok=True attempts=1 fallback=False
[role] 气血两虚 -> core | ok=True attempts=1 fallback=False
[role] 津停气阻 -> core | ok=True attempts=1 fallback=False
[role] 血燥 -> non-core | ok=True attempts=1 fallback=False
[role] 津液代谢障碍 -> core | ok=True attempts=1 fallback=False
[role] 气虚血瘀 -> core | ok=True attempts=1 fallback=False
[role] 气血并脱 -> non-core | ok=True attempts=1 fallback=False
[role] 气行阻滞 -> core | ok=True attempts=1 fallback=False
[role] 水液停蓄 -> core | ok=True attempts=1 fallback=False
[role] 血行瘀滞 -> core | ok=True attempts=1 fallback=False
[role] 痰饮阻肺 -> non-core | ok=True attempts=1 fallback=False
[role] 肺气壅滞 -> non-core | ok=True attempts=1 fallback=False
[role] 胸满咳嗽 -> non-core | ok=True attempts=1 fallback=False
[role] 水湿停中焦 -> non-core | ok=True attempts=1 fallback=False
[role] 痰多喘促 -> non-core | ok=True attempts=1 fallback=False
[role] 水饮泛溢四肢 -> non-core | ok=True attempts=1 fallback=False
[role] 嗳气食少 -> non-core | ok=True attempts=1 fallback=False
[role] 肢体沉重胀痛 -> non-core | ok=True attempts=1 fallback=False
[role] 津液大量丢失 -> non-core | ok=True attempts=1 fallback=False
[role] 气无所附 -> non-core | ok=True attempts=1 fallback=False
[role] 脾胃气机 -> core | ok=True attempts=1 fallback=False
[role] 高热 -> non-core | ok=True attempts=1 fallback=False
[role] 津气两虚 -> non-core | ok=True attempts=1 fallback=False
[role] 津伤症 -> non-core | ok=True attempts=1 fallback=False
[role] 口渴尿少 -> non-core | ok=True attempts=1 fallback=False
[role] 暑热大汗 -> non-core | ok=True attempts=1 fallback=False
[role] 津气两脱 -> non-core | ok=True attempts=1 fallback=False
[role] 气虚表现 -> non-core | ok=True attempts=1 fallback=False
[role] 疲乏少气 -> non-core | ok=True attempts=1 fallback=False
[role] 津亏血瘀 -> core | ok=True attempts=1 fallback=False
[role] 津血两伤 -> core | ok=True attempts=1 fallback=False
[role] 血瘀水停 -> core | ok=True attempts=1 fallback=False
[role] 皮肤紫斑 -> non-core | ok=True attempts=1 fallback=False
[role] 面唇紫暗 -> non-core | ok=True attempts=1 fallback=False
[role] 津枯血燥 -> non-core | ok=True attempts=1 fallback=False
[role] 气机不行 -> non-core | ok=True attempts=1 fallback=False
[role] 血虚生风 -> non-core | ok=True attempts=1 fallback=False
[role] 肝阳化风 -> core | ok=True attempts=1 fallback=False
[role] 阴虚动风 -> core | ok=True attempts=1 fallback=False
[role] 风气内动 -> core | ok=True attempts=1 fallback=False
[role] 邪热炽盛 -> non-core | ok=True attempts=1 fallback=False
[role] 筋脉失养 -> core | ok=True attempts=1 fallback=False
[role] 肝阳亢盛 -> core | ok=True attempts=1 fallback=False
[role] 肝肾阴虚 -> core | ok=True attempts=1 fallback=False
[role] 震颤 -> core | ok=True attempts=1 fallback=False
[role] 半身不遂 -> non-core | ok=True attempts=1 fallback=False
