case_id,case_group,prompt,claim_text,evidence_a_text,evidence_b_text,gold_relation,relation_dimension,gold_rationale,expected_rule_exposure,synthetic_fault,annotation_method,reviewer_decision,reviewer_name,review_notes
EVO-D1-V2-049,target_fault,请核对当前两份材料中浮沉迟数脉的组成、属性或方向性表述，形成可信的学习笔记；无法确认处请明确说明。,浮沉主要反映脉位浅深，迟数主要反映脉率快慢。,《隔离评测教材摘录A》关于浮沉迟数脉：浮沉主要反映脉位浅深，迟数主要反映脉率快慢。,《隔离评测参考材料B》关于浮沉迟数脉：浮沉只反映脉率快慢，迟数只反映脉位浅深。,contradiction,attribute_swap,两条证据针对同一原子声明，在attribute_swap维度给出互相不能同时成立的结论。,True,True,deterministic_same_claim_counterfactual_v1,pending,,
EVO-D1-V2-050,target_fault,请核对当前两份材料中寒热辨证的组成、属性或方向性表述，形成可信的学习笔记；无法确认处请明确说明。,寒证多见畏寒喜暖、口不渴等寒象，热证多见发热喜冷、口渴等热象。,《隔离评测教材摘录A》关于寒热辨证：寒证多见畏寒喜暖、口不渴等寒象，热证多见发热喜冷、口渴等热象。,《隔离评测参考材料B》关于寒热辨证：寒证与热证的寒热表现应完全对调，寒证必喜冷口渴，热证必畏寒喜暖。,contradiction,feature_swap,两条证据针对同一原子声明，在feature_swap维度给出互相不能同时成立的结论。,True,True,deterministic_same_claim_counterfactual_v1,pending,,
EVO-D1-V2-051,target_fault,请核对当前两份材料中虚实辨证的组成、属性或方向性表述，形成可信的学习笔记；无法确认处请明确说明。,虚证以正气不足为主，实证以邪气盛或病理产物壅滞为主。,《隔离评测教材摘录A》关于虚实辨证：虚证以正气不足为主，实证以邪气盛或病理产物壅滞为主。,《隔离评测参考材料B》关于虚实辨证：虚证表示邪气盛，实证表示正气不足，二者病机应完全对调。,contradiction,mechanism_swap,两条证据针对同一原子声明，在mechanism_swap维度给出互相不能同时成立的结论。,True,True,deterministic_same_claim_counterfactual_v1,pending,,
EVO-D1-V2-052,target_fault,请核对当前两份材料中肝病辨证的组成、属性或方向性表述，形成可信的学习笔记；无法确认处请明确说明。,肝病辨证需要结合肝主疏泄、藏血等功能分析气机、血量和情志表现。,《隔离评测教材摘录A》关于肝病辨证：肝病辨证需要结合肝主疏泄、藏血等功能分析气机、血量和情志表现。,《隔离评测参考材料B》关于肝病辨证：肝病辨证不考虑疏泄、藏血、气机或情志，只依据年龄判断。,contradiction,criterion_negation,两条证据针对同一原子声明，在criterion_negation维度给出互相不能同时成立的结论。,True,True,deterministic_same_claim_counterfactual_v1,pending,,
EVO-D1-V2-053,target_fault,请核对当前两份材料中脾胃病辨证的组成、属性或方向性表述，形成可信的学习笔记；无法确认处请明确说明。,脾病多与运化、升清失常有关，胃病多与受纳腐熟、通降失常有关。,《隔离评测教材摘录A》关于脾胃病辨证：脾病多与运化、升清失常有关，胃病多与受纳腐熟、通降失常有关。,《隔离评测参考材料B》关于脾胃病辨证：脾只主受纳腐熟，胃只主升清运化，二者功能应完全对调。,contradiction,function_swap,两条证据针对同一原子声明，在function_swap维度给出互相不能同时成立的结论。,True,True,deterministic_same_claim_counterfactual_v1,pending,,
EVO-D1-V2-054,target_fault,请核对当前两份材料中卫分与气分的组成、属性或方向性表述，形成可信的学习笔记；无法确认处请明确说明。,卫分证病位较浅，气分证邪已入里，二者在病变层次和表现上不同。,《隔离评测教材摘录A》关于卫分与气分：卫分证病位较浅，气分证邪已入里，二者在病变层次和表现上不同。,《隔离评测参考材料B》关于卫分与气分：气分证一定比卫分证更浅，且二者在病变层次上完全相同。,contradiction,depth_reversal,两条证据针对同一原子声明，在depth_reversal维度给出互相不能同时成立的结论。,True,True,deterministic_same_claim_counterfactual_v1,pending,,
EVO-D1-V2-055,target_fault,请核对当前两份材料中中药四气五味的组成、属性或方向性表述，形成可信的学习笔记；无法确认处请明确说明。,四气指寒热温凉等药性，五味指辛甘酸苦咸等滋味与作用特点。,《隔离评测教材摘录A》关于中药四气五味：四气指寒热温凉等药性，五味指辛甘酸苦咸等滋味与作用特点。,《隔离评测参考材料B》关于中药四气五味：四气指辛甘酸苦咸，五味指寒热温凉，二者概念应完全对调。,contradiction,attribute_swap,两条证据针对同一原子声明，在attribute_swap维度给出互相不能同时成立的结论。,True,True,deterministic_same_claim_counterfactual_v1,pending,,
EVO-D1-V2-056,target_fault,请核对当前两份材料中中药升降浮沉的组成、属性或方向性表述，形成可信的学习笔记；无法确认处请明确说明。,升降浮沉概括药物作用趋向，包括向上、向下、向外和向内。,《隔离评测教材摘录A》关于中药升降浮沉：升降浮沉概括药物作用趋向，包括向上、向下、向外和向内。,《隔离评测参考材料B》关于中药升降浮沉：升降浮沉只表示药物颜色，不涉及任何作用趋向。,contradiction,definition_negation,两条证据针对同一原子声明，在definition_negation维度给出互相不能同时成立的结论。,True,True,deterministic_same_claim_counterfactual_v1,pending,,
EVO-D1-V2-057,target_fault,请核对当前两份材料中君臣佐使的组成、属性或方向性表述，形成可信的学习笔记；无法确认处请明确说明。,君臣佐使根据药物在方剂中的主次作用和配伍关系划分角色。,《隔离评测教材摘录A》关于君臣佐使：君臣佐使根据药物在方剂中的主次作用和配伍关系划分角色。,《隔离评测参考材料B》关于君臣佐使：君臣佐使只按药名笔画多少划分，与方中主次作用和配伍关系无关。,contradiction,criterion_reversal,两条证据针对同一原子声明，在criterion_reversal维度给出互相不能同时成立的结论。,True,True,deterministic_same_claim_counterfactual_v1,pending,,
EVO-D1-V2-058,target_fault,请核对当前两份材料中桂枝汤的组成、属性或方向性表述，形成可信的学习笔记；无法确认处请明确说明。,桂枝汤由桂枝、芍药、生姜、大枣、炙甘草组成，具有解肌发表、调和营卫的作用。,《隔离评测教材摘录A》关于桂枝汤：桂枝汤由桂枝、芍药、生姜、大枣、炙甘草组成，具有解肌发表、调和营卫的作用。,《隔离评测参考材料B》关于桂枝汤：桂枝汤由麻黄、杏仁、石膏、甘草组成，主要作用是清里热。,contradiction,composition_function_swap,两条证据针对同一原子声明，在composition_function_swap维度给出互相不能同时成立的结论。,True,True,deterministic_same_claim_counterfactual_v1,pending,,
EVO-D1-V2-059,target_fault,请核对当前两份材料中小柴胡汤的组成、属性或方向性表述，形成可信的学习笔记；无法确认处请明确说明。,小柴胡汤以和解少阳为主要治法，用于少阳枢机不利的相关证候。,《隔离评测教材摘录A》关于小柴胡汤：小柴胡汤以和解少阳为主要治法，用于少阳枢机不利的相关证候。,《隔离评测参考材料B》关于小柴胡汤：小柴胡汤以峻下阳明腑实为主要治法，与少阳枢机无关。,contradiction,indication_reversal,两条证据针对同一原子声明，在indication_reversal维度给出互相不能同时成立的结论。,True,True,deterministic_same_claim_counterfactual_v1,pending,,
EVO-D1-V2-060,target_fault,请核对当前两份材料中足三里的组成、属性或方向性表述，形成可信的学习笔记；无法确认处请明确说明。,足三里属于足阳明胃经，位于犊鼻下三寸、胫骨前嵴外一横指附近。,《隔离评测教材摘录A》关于足三里：足三里属于足阳明胃经，位于犊鼻下三寸、胫骨前嵴外一横指附近。,《隔离评测参考材料B》关于足三里：足三里属于手太阴肺经，位于腕横纹上方。,contradiction,location_channel_swap,两条证据针对同一原子声明，在location_channel_swap维度给出互相不能同时成立的结论。,True,True,deterministic_same_claim_counterfactual_v1,pending,,
EVO-D1-V2-061,non_regression_control,我今天只有二十分钟，请根据我的当前学习阶段安排一个可完成的复习任务和自测方法。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-062,non_regression_control,我最近连续三天没有完成任务，应该怎样调整今天的学习量，避免计划再次超时？,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-063,non_regression_control,请根据我最近的错题表现，告诉我今天更适合复习旧知识还是学习新章节，并说明理由。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-064,non_regression_control,我看完一节课但记不住，请给我一个适合零基础学习者的主动回忆练习流程。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-065,non_regression_control,请把我今天要学习的内容拆成几个明确的小步骤，每一步都给出完成标准。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-066,non_regression_control,我晚上只有四十五分钟，想复习一个已经学过的章节，请安排具体的复习顺序。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-067,non_regression_control,请根据我的学习进度，帮我判断当前最需要补的是概念理解、题目训练还是错题复盘。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-068,non_regression_control,我对一个知识点似懂非懂，请给我一个先自测、再查资料、最后复述的学习方法。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-069,non_regression_control,请为我设计一次不超过三十分钟的章节回顾，并包含一个简单的验收方式。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-070,non_regression_control,我最近错题主要集中在概念混淆，请给我一个不依赖死记硬背的复习安排。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-071,non_regression_control,请结合我的可用时间和近期完成情况，给出今天最稳妥的一项学习任务。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-072,non_regression_control,我希望把昨天未完成的任务接着做，请说明应该保留哪些内容、删减哪些内容。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-073,non_regression_control,请帮我把一段学习材料转成适合主动回忆的几个问题，不要直接给答案。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-074,non_regression_control,我学习时容易在一个难点上花太久，请给我一个控制单点耗时的执行策略。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-075,non_regression_control,请根据当前阶段给我一个短时复习方案，并说明完成后如何判断是否需要再次复习。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-076,non_regression_control,请用教材中的基本定义解释阴阳学说，并给出三个帮助自检理解程度的问题。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-077,non_regression_control,请概括五脏的主要生理功能，按适合初学者记忆的结构组织内容。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-078,non_regression_control,请介绍望闻问切四诊分别收集什么信息，并说明学习时应先掌握什么。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-079,non_regression_control,请解释气的推动、温煦、防御、固摄和气化作用，使用清楚的分点结构。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-080,non_regression_control,请按照教材顺序介绍十二经脉的命名规律和基本分布特点。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-081,non_regression_control,请帮助我复习中药性能的基本内容，先讲概念，再给出自测问题。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-082,non_regression_control,请说明方剂组成原则的学习方法，并用一个简单例子帮助我理解角色分工。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-083,non_regression_control,请介绍腧穴定位常用的骨度分寸法和同身寸法，提醒我学习时注意哪些边界。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-084,non_regression_control,请把表里辨证的核心判断依据整理成适合考前回顾的简明提纲。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-085,non_regression_control,请解释治未病的基本思想，并提出两个可以联系日常学习的开放问题。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-086,non_regression_control,我对刚学完的一章掌握得不牢，请给我一个二十五分钟的回忆、核对和复述流程。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-087,non_regression_control,今天的学习任务比预计多，请帮我确定保留项、可延后项和最低完成标准。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-088,non_regression_control,我连续做题后注意力下降，请安排一次短休息以及后续二十分钟的学习节奏。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-089,non_regression_control,请给我一个每周检查学习计划是否需要调整的简单清单，不要替我重新制定长期计划。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-090,non_regression_control,我想复盘这周的学习情况，请告诉我应该记录哪些事实，避免只凭主观感觉判断。,当前材料提供彼此兼容的学习支持信息，不构成同一声明上的语义冲突。,学习支持材料A：先依据可用时间确定一个可完成的学习目标。,学习支持材料B：完成后可通过主动回忆或简短自测检查掌握情况。,not_applicable,out_of_scope_normal_task,当前任务属于普通学习支持，材料不构成需要冲突闭环处理的目标声明。,False,False,deterministic_scope_control_v1,pending,,
EVO-D1-V2-091,targeting_negative_control,教材给出定义，课程补充例子且结论一致，请合并成学习笔记。,两条材料针对同一知识点相互补充，核心结论兼容。,《隔离评测材料A》：教材说明阴阳互根强调相互依存。,《隔离评测材料B》：课程用上下相互依存举例说明阴阳互根。,compatible,definition_and_example,两条证据在definition_and_example维度分别提供定义、例子、范围或应用信息，未否定对方核心结论。,True,False,deterministic_compatible_pair_v1,pending,,
EVO-D1-V2-092,targeting_negative_control,两份资料分别讲概念和应用，内容可以互相补充，请安排学习顺序。,两条材料针对同一知识点相互补充，核心结论兼容。,《隔离评测材料A》：教材给出脾主运化的基本定义。,《隔离评测材料B》：课程展示脾主运化在饮食消化理解中的应用。,compatible,concept_and_application,两条证据在concept_and_application维度分别提供定义、例子、范围或应用信息，未否定对方核心结论。,True,False,deterministic_compatible_pair_v1,pending,,
EVO-D1-V2-093,targeting_negative_control,教材表述简洁，老师讲得更展开但核心意思相同，请提炼共同要点。,两条材料针对同一知识点相互补充，核心结论兼容。,《隔离评测材料A》：教材指出气机运动具有升降出入四种基本形式。,《隔离评测材料B》：教师进一步举例说明升降出入，但仍以四种基本形式为核心。,compatible,concise_and_expanded,两条证据在concise_and_expanded维度分别提供定义、例子、范围或应用信息，未否定对方核心结论。,True,False,deterministic_compatible_pair_v1,pending,,
EVO-D1-V2-094,targeting_negative_control,章节提纲和课堂笔记原意一致，请合并并去除重复内容。,两条材料针对同一知识点相互补充，核心结论兼容。,《隔离评测材料A》：章节提纲列出望、闻、问、切四诊。,《隔离评测材料B》：课堂笔记分别补充望、闻、问、切收集的信息。,compatible,outline_and_notes,两条证据在outline_and_notes维度分别提供定义、例子、范围或应用信息，未否定对方核心结论。,True,False,deterministic_compatible_pair_v1,pending,,
EVO-D1-V2-095,targeting_negative_control,两段材料例子不同但判断相同，请整理成复习对照表。,两条材料针对同一知识点相互补充，核心结论兼容。,《隔离评测材料A》：材料一用怕冷喜暖举例说明寒证。,《隔离评测材料B》：材料二用口不渴、喜热饮举例说明寒证。,compatible,different_examples_same_label,两条证据在different_examples_same_label维度分别提供定义、例子、范围或应用信息，未否定对方核心结论。,True,False,deterministic_compatible_pair_v1,pending,,
EVO-D1-V2-096,targeting_negative_control,一份资料使用水谷，另一份使用谷食，但定义一致，请说明术语关系。,两条材料针对同一知识点相互补充，核心结论兼容。,《隔离评测材料A》：资料一称脾运化水谷，包括消化吸收和转输精微。,《隔离评测材料B》：资料二称脾运化谷食，同样包括消化吸收和转输精微。,compatible,synonymous_terms,两条证据在synonymous_terms维度分别提供定义、例子、范围或应用信息，未否定对方核心结论。,True,False,deterministic_compatible_pair_v1,pending,,
EVO-D1-V2-097,targeting_negative_control,教材讲一般规律，课程补充适用条件且不否定教材，请整合。,两条材料针对同一知识点相互补充，核心结论兼容。,《隔离评测材料A》：教材概括阴阳双方可以相互资生和促进。,《隔离评测材料B》：课程补充并非所有阴阳范畴都具有同等程度的互用关系。,compatible,general_rule_and_scope,两条证据在general_rule_and_scope维度分别提供定义、例子、范围或应用信息，未否定对方核心结论。,True,False,deterministic_compatible_pair_v1,pending,,
EVO-D1-V2-098,targeting_negative_control,一份材料讲形成机制，另一份讲表现，两者可以互证，请梳理。,两条材料针对同一知识点相互补充，核心结论兼容。,《隔离评测材料A》：材料一说明气虚源于脏腑功能不足。,《隔离评测材料B》：材料二列出少气乏力等气虚常见表现。,compatible,mechanism_and_manifestation,两条证据在mechanism_and_manifestation维度分别提供定义、例子、范围或应用信息，未否定对方核心结论。,True,False,deterministic_compatible_pair_v1,pending,,
EVO-D1-V2-099,targeting_negative_control,两份资料结论相同但详略不同，请保留权威定义并补充解释。,两条材料针对同一知识点相互补充，核心结论兼容。,《隔离评测材料A》：教材将四君子汤概括为益气健脾基础方。,《隔离评测材料B》：课程从方药配伍角度解释其益气健脾作用。,compatible,definition_and_rationale,两条证据在definition_and_rationale维度分别提供定义、例子、范围或应用信息，未否定对方核心结论。,True,False,deterministic_compatible_pair_v1,pending,,
EVO-D1-V2-100,targeting_negative_control,两个来源分别说明位置和作用，内容不冲突，请组成完整笔记。,两条材料针对同一知识点相互补充，核心结论兼容。,《隔离评测材料A》：教材说明足三里属于足阳明胃经并给出定位。,《隔离评测材料B》：课程补充足三里的学习记忆和应用提示。,compatible,location_and_use,两条证据在location_and_use维度分别提供定义、例子、范围或应用信息，未否定对方核心结论。,True,False,deterministic_compatible_pair_v1,pending,,
