Aggr started. input=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\conv_entities.json, output=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\aggr_entities.json, log=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\logs\aggr.log
===== [Stage 1] 角色判定（并发=10）=====
[role] 广义文化 -> core | ok=True attempts=1 fallback=False
[role] 对立制约 -> core | ok=True attempts=1 fallback=False
[role] 年节律 -> core | ok=True attempts=1 fallback=False
[role] 生命周期变化 -> core | ok=True attempts=1 fallback=False
[role] 日节律 -> core | ok=True attempts=1 fallback=False
[role] 月节律 -> core | ok=True attempts=1 fallback=False
[role] 一日四时 -> non-core | ok=True attempts=1 fallback=False
[role] 致中和 -> core | ok=True attempts=1 fallback=False
[role] 营卫气血 -> core | ok=True attempts=1 fallback=False
[role] 七年周期 -> non-core | ok=True attempts=1 fallback=False
[role] 气血 -> core | ok=True attempts=1 fallback=False
[role] 精气 -> core | ok=True attempts=1 fallback=False
[role] 十年周期 -> non-core | ok=True attempts=1 fallback=False
[role] 失和 -> non-core | ok=True attempts=1 fallback=False
[role] 阴阳自和 -> core | ok=True attempts=1 fallback=False
[role] 阴阳和谐 -> core | ok=True attempts=1 fallback=False
[role] 五脏和调 -> core | ok=True attempts=1 fallback=False
[role] 气血调和 -> core | ok=True attempts=1 fallback=False
[role] 血为气之母 -> non-core | ok=True attempts=1 fallback=False
[role] 天人和谐 -> core | ok=True attempts=1 fallback=False
[role] 形神合一 -> core | ok=True attempts=1 fallback=False
[role] 气为血之帅 -> core | ok=True attempts=1 fallback=False
[role] 消长转化 -> core | ok=True attempts=1 fallback=False
[role] 阴阳对立互根 -> core | ok=True attempts=1 fallback=False
[role] 过则为害 -> core | ok=True attempts=1 fallback=False
[role] 正气 -> core | ok=True attempts=1 fallback=False
[role] 邪气 -> core | ok=True attempts=1 fallback=False
[role] 六淫邪气 -> core | ok=True attempts=1 fallback=False
[role] 劳逸过度 -> non-core | ok=True attempts=1 fallback=False
[role] 生病起于过用 -> core | ok=True attempts=1 fallback=False
[role] 七情内伤 -> core | ok=True attempts=1 fallback=False
[role] 邪正盛衰 -> core | ok=True attempts=1 fallback=False
[role] 饮食 -> core | ok=True attempts=1 fallback=False
[role] 五脏六腑 -> core | ok=True attempts=1 fallback=False
[role] 反常即病 -> core | ok=True attempts=1 fallback=False
[role] 毒邪 -> core | ok=True attempts=1 fallback=False
[role] 盛虚之变 -> non-core | ok=True attempts=1 fallback=False
[role] 四时阴阳变化 -> core | ok=True attempts=1 fallback=False
[role] 法于阴阳 -> core | ok=True attempts=1 fallback=False
[role] 气虚形虚 -> non-core | ok=True attempts=1 fallback=False
[role] 无常 -> core | ok=True attempts=1 fallback=False
[role] 常 -> core | ok=True attempts=1 fallback=False
[role] 五气更立 -> non-core | ok=True attempts=1 fallback=False
[role] 脏腑气血运动 -> core | ok=True attempts=1 fallback=False
[role] 气实形实 -> core | ok=True attempts=1 fallback=False
[role] 执常以达变 -> core | ok=True attempts=1 fallback=False
[role] 病因 -> core | ok=True attempts=1 fallback=False
[role] 阴阳失调 -> core | ok=True attempts=1 fallback=False
[role] 治病求本 -> core | ok=True attempts=1 fallback=False
[role] 病机 -> core | ok=True attempts=1 fallback=False
[role] 里 -> core | ok=True attempts=1 fallback=False
[role] 表 -> core | ok=True attempts=1 fallback=False
[role] 热 -> core | ok=True attempts=1 fallback=False
[role] 寒 -> core | ok=True attempts=1 fallback=False
[role] 先天之本 -> core | ok=True attempts=1 fallback=False
[role] 实 -> core | ok=True attempts=1 fallback=False
[role] 虚 -> core | ok=True attempts=1 fallback=False
[role] 标本之本 -> core | ok=True attempts=1 fallback=False
[role] 辨病求本 -> core | ok=True attempts=1 fallback=False
[role] 证 -> core | ok=True attempts=1 fallback=False
[role] 后天之本 -> core | ok=True attempts=1 fallback=False
[role] 扶正纠偏 -> core | ok=True attempts=1 fallback=False
[role] 辨证求本 -> core | ok=True attempts=1 fallback=False
[role] 基本矛盾 -> core | ok=True attempts=1 fallback=False
[role] 调节阴阳 -> core | ok=True attempts=1 fallback=False
[role] 扶正祛邪 -> core | ok=True attempts=1 fallback=False
[role] 祛邪 -> core | ok=True attempts=1 fallback=False
[role] 损其偏盛、补其偏衰 -> core | ok=True attempts=1 fallback=False
[role] 损有余而补不足 -> non-core | ok=True attempts=1 fallback=False
[role] 主要矛盾 -> core | ok=True attempts=1 fallback=False
[role] 扶正 -> core | ok=True attempts=1 fallback=False
[role] 实则泻之，虚则补之 -> core | ok=True attempts=1 fallback=False
[role] 谨察阴阳所在而调之，以平为期 -> non-core | ok=True attempts=1 fallback=False
[role] 血病治血 -> non-core | ok=True attempts=1 fallback=False
[role] 气病治气 -> core | ok=True attempts=1 fallback=False
[role] 气血治疗 -> non-core | ok=True attempts=1 fallback=False
[role] 脏腑病变 -> core | ok=True attempts=1 fallback=False
[role] 未病先防 -> core | ok=True attempts=1 fallback=False
[role] 补益气血阴阳 -> core | ok=True attempts=1 fallback=False
[role] 气血同治 -> core | ok=True attempts=1 fallback=False
[role] 祛除实邪 -> core | ok=True attempts=1 fallback=False
[role] 治未病 -> core | ok=True attempts=1 fallback=False
[role] 有病早治 -> non-core | ok=True attempts=1 fallback=False
[role] 瘥后防复 -> core | ok=True attempts=1 fallback=False
[role] 先传而治 -> non-core | ok=True attempts=1 fallback=False
[role] 中医医官 -> core | ok=True attempts=1 fallback=False
[role] 巫与医职能分化 -> non-core | ok=True attempts=1 fallback=False
[role] 预防为主 -> core | ok=True attempts=1 fallback=False
[role] 氏族首领 -> core | ok=True attempts=1 fallback=False
[role] 医疗机构 -> core | ok=True attempts=1 fallback=False
[role] 医学分科 -> core | ok=True attempts=1 fallback=False
[role] 医官制度 -> core | ok=True attempts=1 fallback=False
[role] 巫医不分 -> core | ok=True attempts=1 fallback=False
[role] 医政组织 -> core | ok=True attempts=1 fallback=False
[role] 卫生保健 -> core | ok=True attempts=1 fallback=False
[role] 侍医 -> non-core | ok=True attempts=1 fallback=False
[role] 医疗考核 -> non-core | ok=True attempts=1 fallback=False
[role] 太医令 -> core | ok=True attempts=1 fallback=False
[role] 少府太医令 -> non-core | ok=True attempts=1 fallback=False
[role] 病案记录 -> core | ok=True attempts=1 fallback=False
[role] 少府 -> core | ok=True attempts=1 fallback=False
[role] 太常 -> core | ok=True attempts=1 fallback=False
[role] 地方医职 -> non-core | ok=True attempts=1 fallback=False
[role] 翰林医官院 -> non-core | ok=True attempts=1 fallback=False
[role] 丞 -> non-core | ok=True attempts=1 fallback=False
[role] 针科博士 -> non-core | ok=True attempts=1 fallback=False
[role] 太医院 -> core | ok=True attempts=1 fallback=False
[role] 太医局 -> core | ok=True attempts=1 fallback=False
[role] 广惠司 -> non-core | ok=True attempts=1 fallback=False
[role] 校正医书局 -> core | ok=True attempts=1 fallback=False
[role] 官办药局 -> core | ok=True attempts=1 fallback=False
[role] 回回药物院 -> non-core | ok=True attempts=1 fallback=False
[role] 安济坊 -> core | ok=True attempts=1 fallback=False
[role] 官医提举司 -> core | ok=True attempts=1 fallback=False
[role] 医学提举司 -> core | ok=True attempts=1 fallback=False
[role] 管院事王大臣 -> non-core | ok=True attempts=1 fallback=False
[role] 御药房值班制度 -> non-core | ok=True attempts=1 fallback=False
[role] 惠民药局 -> core | ok=True attempts=1 fallback=False
[role] 古代中医教育 -> core | ok=True attempts=1 fallback=False
[role] 祝由 -> non-core | ok=True attempts=1 fallback=False
[role] 禁咒 -> non-core | ok=True attempts=1 fallback=False
[role] 官学 -> core | ok=True attempts=1 fallback=False
[role] 私学 -> core | ok=True attempts=1 fallback=False
[role] 师徒相授 -> core | ok=True attempts=1 fallback=False
[role] 父子相传 -> non-core | ok=True attempts=1 fallback=False
[role] 针灸科 -> core | ok=True attempts=1 fallback=False
[role] 世医 -> non-core | ok=True attempts=1 fallback=False
[role] 上工 -> non-core | ok=True attempts=1 fallback=False
[role] 三舍法 -> non-core | ok=True attempts=1 fallback=False
[role] 药园 -> non-core | ok=True attempts=1 fallback=False
[role] 太医署 -> core | ok=True attempts=1 fallback=False
[role] 中国古代医事法律 -> core | ok=True attempts=1 fallback=False
[role] 四善二十七最 -> core | ok=True attempts=1 fallback=False
[role] 地方医学校 -> non-core | ok=True attempts=1 fallback=False
[role] 病案 -> core | ok=True attempts=1 fallback=False
[role] 医不得兼方，不验辄死 -> non-core | ok=True attempts=1 fallback=False
[role] 方术之最 -> non-core | ok=True attempts=1 fallback=False
[role] 合药误不如本方 -> non-core | ok=True attempts=1 fallback=False
[role] 圣人 -> non-core | ok=True attempts=1 fallback=False
[role] 下工 -> non-core | ok=True attempts=1 fallback=False
[role] 以毒药毒人 -> non-core | ok=True attempts=1 fallback=False
[role] 医违方诈疗 -> non-core | ok=True attempts=1 fallback=False
[role] 中工 -> non-core | ok=True attempts=1 fallback=False
[role] 唐律疏议 -> core | ok=True attempts=1 fallback=False
[role] 大明律 -> core | ok=True attempts=1 fallback=False
[role] 针石 -> non-core | ok=True attempts=1 fallback=False
[role] 医之为言意也 -> non-core | ok=True attempts=1 fallback=False
[role] 合和御药 -> non-core | ok=True attempts=1 fallback=False
[role] 腠理至微 -> non-core | ok=True attempts=1 fallback=False
[role] 宋刑统 -> core | ok=True attempts=1 fallback=False
[role] 随气用巧 -> non-core | ok=True attempts=1 fallback=False
[role] 毫芒即乖 -> non-core | ok=True attempts=1 fallback=False
[role] 医患关系 -> core | ok=True attempts=1 fallback=False
[role] 神存于心手之际 -> core | ok=True attempts=1 fallback=False
[role] 意会 -> core | ok=True attempts=1 fallback=False
[role] 长桑君 -> non-core | ok=True attempts=1 fallback=False
[role] 意且犹不尽 -> non-core | ok=True attempts=1 fallback=False
[role] 怀怖慑 -> non-core | ok=True attempts=1 fallback=False
[role] 自用意而不任臣 -> non-core | ok=True attempts=1 fallback=False
[role] 史记·扁鹊仓公列传 -> non-core | ok=True attempts=1 fallback=False
[role] 直觉 -> core | ok=True attempts=1 fallback=False
[role] 禁方书 -> non-core | ok=True attempts=1 fallback=False
[role] 上池之水 -> non-core | ok=True attempts=1 fallback=False
[role] 针刺治疗 -> core | ok=True attempts=1 fallback=False
[role] 禁方 -> non-core | ok=True attempts=1 fallback=False
[role] 方士文化 -> non-core | ok=True attempts=1 fallback=False
[role] 道家 -> core | ok=True attempts=1 fallback=False
[role] 淳于意 -> non-core | ok=True attempts=1 fallback=False
[role] 方术 -> core | ok=True attempts=1 fallback=False
[role] 葛洪 -> non-core | ok=True attempts=1 fallback=False
[role] 医家 -> core | ok=True attempts=1 fallback=False
[role] 华佗 -> non-core | ok=True attempts=1 fallback=False
[role] 道医 -> core | ok=True attempts=1 fallback=False
[role] 金元四大家 -> core | ok=True attempts=1 fallback=False
[role] 张从正 -> non-core | ok=True attempts=1 fallback=False
[role] 孙思邈 -> core | ok=True attempts=1 fallback=False
[role] 内视功能 -> non-core | ok=True attempts=1 fallback=False
[role] 寒凉派 -> core | ok=True attempts=1 fallback=False
[role] 刘完素 -> core | ok=True attempts=1 fallback=False
[role] 攻下派 -> core | ok=True attempts=1 fallback=False
[role] 汗、吐、下三法 -> core | ok=True attempts=1 fallback=False
[role] 补土派 -> core | ok=True attempts=1 fallback=False
[role] 朱震亨 -> core | ok=True attempts=1 fallback=False
[role] 李杲 -> core | ok=True attempts=1 fallback=False
[role] 养阴派 -> core | ok=True attempts=1 fallback=False
[role] 张仲景 -> core | ok=True attempts=1 fallback=False
[role] 某某堂 -> non-core | ok=True attempts=1 fallback=False
[role] 坐堂行医 -> core | ok=True attempts=1 fallback=False
[role] 坐堂医 -> non-core | ok=True attempts=1 fallback=False
[role] 杏林 -> core | ok=True attempts=1 fallback=False
[role] 虎守杏林 -> non-core | ok=True attempts=1 fallback=False
[role] 杏林高手 -> non-core | ok=True attempts=1 fallback=False
[role] 仁术 -> core | ok=True attempts=1 fallback=False
[role] 宋清 -> non-core | ok=True attempts=1 fallback=False
[role] 医药简帛文献 -> core | ok=True attempts=1 fallback=False
[role] 医德 -> core | ok=True attempts=1 fallback=False
[role] 医术 -> non-core | ok=True attempts=1 fallback=False
[role] 甲骨文 -> non-core | ok=True attempts=1 fallback=False
[role] 《万物》 -> core | ok=True attempts=1 fallback=False
[role] 扁鹊学派经典 -> non-core | ok=True attempts=1 fallback=False
[role] 董奉 -> non-core | ok=True attempts=1 fallback=False
[role] 勤求古训 -> non-core | ok=True attempts=1 fallback=False
[role] 《足臂十一脉灸经》 -> core | ok=True attempts=1 fallback=False
[role] 《五十二病方》 -> core | ok=True attempts=1 fallback=False
[role] 成都老官山汉墓九部医书 -> non-core | ok=True attempts=1 fallback=False
[role] 平脉辨证 -> core | ok=True attempts=1 fallback=False
[role] 《新修本草》 -> core | ok=True attempts=1 fallback=False
[role] 刘禹锡 -> non-core | ok=True attempts=1 fallback=False
[role] 苏轼 -> non-core | ok=True attempts=1 fallback=False
[role] 金石入药 -> non-core | ok=True attempts=1 fallback=False
[role] 《普济方》 -> core | ok=True attempts=1 fallback=False
[role] 《医宗金鉴》 -> core | ok=True attempts=1 fallback=False
[role] 《太平惠民和剂局方》 -> core | ok=True attempts=1 fallback=False
[role] 药物三品分类 -> core | ok=True attempts=1 fallback=False
[role] 道家文化 -> core | ok=True attempts=1 fallback=False
[role] 大医 -> non-core | ok=True attempts=1 fallback=False
[role] 儒道佛三家合流 -> core | ok=True attempts=1 fallback=False
[role] 《备急千金要方》 -> core | ok=True attempts=1 fallback=False
[role] 中医典籍 -> core | ok=True attempts=1 fallback=False
[role] 六壬 -> non-core | ok=True attempts=1 fallback=False
[role] 诸家相法 -> non-core | ok=True attempts=1 fallback=False
[role] 阴阳禄命 -> non-core | ok=True attempts=1 fallback=False
[role] 《内经》 -> core | ok=True attempts=1 fallback=False
[role] 三史 -> core | ok=True attempts=1 fallback=False
[role] 五经 -> core | ok=True attempts=1 fallback=False
[role] 诸子 -> core | ok=True attempts=1 fallback=False
[role] 《老》 -> non-core | ok=True attempts=1 fallback=False
[role] 《庄》 -> core | ok=True attempts=1 fallback=False
[role] 医疗行为规范 -> core | ok=True attempts=1 fallback=False
[role] 医术水平 -> non-core | ok=True attempts=1 fallback=False
[role] 中医文化典籍 -> core | ok=True attempts=1 fallback=False
[role] 精通医道 -> non-core | ok=True attempts=1 fallback=False
[role] 《针灸甲乙经·序》 -> non-core | ok=True attempts=1 fallback=False
[role] 医德医风 -> core | ok=True attempts=1 fallback=False
[role] 诊疗程序 -> core | ok=True attempts=1 fallback=False
[role] 《古今医统·庸医速报》 -> non-core | ok=True attempts=1 fallback=False
[role] 安神定志 -> non-core | ok=True attempts=1 fallback=False
[role] 普同一等 -> non-core | ok=True attempts=1 fallback=False
[role] 整体观念 -> core | ok=True attempts=1 fallback=False
[role] 博极医源，精勤不倦 -> non-core | ok=True attempts=1 fallback=False
[role] 陈实功 -> non-core | ok=True attempts=1 fallback=False
[role] 人文关怀 -> core | ok=True attempts=1 fallback=False
[role] 龚廷贤 -> non-core | ok=True attempts=1 fallback=False
[role] 缪希雍 -> non-core | ok=True attempts=1 fallback=False
[role] 医学贵精 -> core | ok=True attempts=1 fallback=False
[role] 医不贪色 -> non-core | ok=True attempts=1 fallback=False
[role] 父子家传 -> non-core | ok=True attempts=1 fallback=False
[role] 尊重女患者隐私 -> core | ok=True attempts=1 fallback=False
[role] 中医教育行为 -> core | ok=True attempts=1 fallback=False
[role] 《外科正宗·医家五戒十要》 -> core | ok=True attempts=1 fallback=False
[role] 同道之间应谦和谨慎 -> non-core | ok=True attempts=1 fallback=False
[role] 尊师重道 -> non-core | ok=True attempts=1 fallback=False
[role] 学校教育 -> core | ok=True attempts=1 fallback=False
[role] 师徒相传 -> core | ok=True attempts=1 fallback=False
[role] 智力条件 -> non-core | ok=True attempts=1 fallback=False
[role] 小农经济 -> core | ok=True attempts=1 fallback=False
[role] 非其人勿教，非其真勿授 -> non-core | ok=True attempts=1 fallback=False
[role] 侍诊观察 -> core | ok=True attempts=1 fallback=False
[role] 听音 -> non-core | ok=True attempts=1 fallback=False
[role] 视色 -> non-core | ok=True attempts=1 fallback=False
[role] 宗法思想 -> core | ok=True attempts=1 fallback=False
[role] 大医精诚 -> core | ok=True attempts=1 fallback=False
[role] 传论 -> non-core | ok=True attempts=1 fallback=False
[role] 行针艾 -> non-core | ok=True attempts=1 fallback=False
[role] 灵枢·官能 -> core | ok=True attempts=1 fallback=False
[role] 导引行气 -> non-core | ok=True attempts=1 fallback=False
[role] 黄帝 -> non-core | ok=True attempts=1 fallback=False
[role] 习医动机 -> non-core | ok=True attempts=1 fallback=False
[role] 岐伯 -> non-core | ok=True attempts=1 fallback=False
[role] 因材施教 -> core | ok=True attempts=1 fallback=False
[role] 《文子》 -> non-core | ok=True attempts=1 fallback=False
[role] 黄老道家 -> core | ok=True attempts=1 fallback=False
[role] 人尽其能 -> core | ok=True attempts=1 fallback=False
[role] 帝者臣，名臣，其实师也 -> non-core | ok=True attempts=1 fallback=False
[role] 欲救人而学医则可，欲谋利而学医则不可 -> core | ok=True attempts=1 fallback=False
[role] 帝为生、臣为师 -> core | ok=True attempts=1 fallback=False
[role] 脉枕 -> non-core | ok=True attempts=1 fallback=False
[role] 择吉日 -> non-core | ok=True attempts=1 fallback=False
[role] 《黄帝四经》 -> non-core | ok=True attempts=1 fallback=False
[role] 歃血盟誓 -> non-core | ok=True attempts=1 fallback=False
[role] 南面之术 -> non-core | ok=True attempts=1 fallback=False
[role] 传道仪式 -> non-core | ok=True attempts=1 fallback=False
[role] 青铜针 -> non-core | ok=True attempts=1 fallback=False
[role] 中医理论经典 -> core | ok=True attempts=1 fallback=False
[role] 黄老著作 -> non-core | ok=True attempts=1 fallback=False
[role] 针具 -> core | ok=True attempts=1 fallback=False
[role] 阳燧 -> non-core | ok=True attempts=1 fallback=False
[role] 锋针 -> non-core | ok=True attempts=1 fallback=False
[role] 镵针 -> non-core | ok=True attempts=1 fallback=False
[role] 铜罐 -> non-core | ok=True attempts=1 fallback=False
[role] 铍针 -> non-core | ok=True attempts=1 fallback=False
[role] 不锈钢毫针 -> non-core | ok=True attempts=1 fallback=False
[role] 灸板 -> non-core | ok=True attempts=1 fallback=False
[role] 灸盏 -> non-core | ok=True attempts=1 fallback=False
[role] 毫针 -> core | ok=True attempts=1 fallback=False
[role] 灸具 -> core | ok=True attempts=1 fallback=False
[role] 艾炷灸 -> non-core | ok=True attempts=1 fallback=False
[role] 实习用具 -> non-core | ok=True attempts=1 fallback=False
[role] 中医教习器具 -> core | ok=True attempts=1 fallback=False
[role] 药线灸 -> non-core | ok=True attempts=1 fallback=False
[role] 温灸器 -> non-core | ok=True attempts=1 fallback=False
[role] 针灸铜人 -> non-core | ok=True attempts=1 fallback=False
[role] 艾卷灸 -> core | ok=True attempts=1 fallback=False
[role] 艾斗 -> non-core | ok=True attempts=1 fallback=False
[role] 中医古籍 -> core | ok=True attempts=1 fallback=False
[role] 灯火灸 -> non-core | ok=True attempts=1 fallback=False
[role] 教科书 -> core | ok=True attempts=1 fallback=False
[role] 本草 -> core | ok=True attempts=1 fallback=False
[role] 甲骨 -> core | ok=True attempts=1 fallback=False
[role] 缣帛 -> core | ok=True attempts=1 fallback=False
[role] 医案 -> core | ok=True attempts=1 fallback=False
[role] 方书 -> core | ok=True attempts=1 fallback=False
[role] 北宋天圣年间 -> non-core | ok=True attempts=1 fallback=False
[role] 纸质文献 -> core | ok=True attempts=1 fallback=False
[role] 简牍 -> core | ok=True attempts=1 fallback=False
[role] 金石 -> core | ok=True attempts=1 fallback=False
[role] 纸质刻本 -> core | ok=True attempts=1 fallback=False
[role] 经络穴位 -> non-core | ok=True attempts=1 fallback=False
[role] 王惟一 -> non-core | ok=True attempts=1 fallback=False
[role] 清乾隆铜人 -> non-core | ok=True attempts=1 fallback=False
[role] 腧穴准则 -> non-core | ok=True attempts=1 fallback=False
[role] 嘉靖铜人 -> non-core | ok=True attempts=1 fallback=False
[role] 山西广盛号 -> non-core | ok=True attempts=1 fallback=False
[role] 明正统铜人 -> non-core | ok=True attempts=1 fallback=False
[role] 蒙医铜人 -> non-core | ok=True attempts=1 fallback=False
[role] 医药堂 -> non-core | ok=True attempts=1 fallback=False
[role] 太医局熟药所 -> non-core | ok=True attempts=1 fallback=False
[role] 乐显扬 -> non-core | ok=True attempts=1 fallback=False
[role] 龟龄集 -> non-core | ok=True attempts=1 fallback=False
[role] 北京同仁堂 -> core | ok=True attempts=1 fallback=False
[role] 陈体全 -> non-core | ok=True attempts=1 fallback=False
[role] 胡雪岩 -> non-core | ok=True attempts=1 fallback=False
[role] 雷大升 -> non-core | ok=True attempts=1 fallback=False
[role] 李升佐 -> non-core | ok=True attempts=1 fallback=False
[role] 六神丸 -> non-core | ok=True attempts=1 fallback=False
[role] 上海雷允上药堂 -> non-core | ok=True attempts=1 fallback=False
[role] 民间慈善机构 -> non-core | ok=True attempts=1 fallback=False
[role] 北同仁堂、南雷允上 -> non-core | ok=True attempts=1 fallback=False
[role] 杭州胡庆余堂 -> non-core | ok=True attempts=1 fallback=False
[role] 广州陈李济杏和堂 -> non-core | ok=True attempts=1 fallback=False
[role] 别坊 -> non-core | ok=True attempts=1 fallback=False
[role] 汉中时济堂 -> non-core | ok=True attempts=1 fallback=False
[role] 蜡丸 -> non-core | ok=True attempts=1 fallback=False
[role] 病人坊 -> non-core | ok=True attempts=1 fallback=False
[role] 福田院 -> non-core | ok=True attempts=1 fallback=False
[role] 和剂局 -> core | ok=True attempts=1 fallback=False
[role] 普救病坊 -> non-core | ok=True attempts=1 fallback=False
[role] 病坊 -> core | ok=True attempts=1 fallback=False
[role] 官办医院 -> core | ok=True attempts=1 fallback=False
[role] 卫生司 -> non-core | ok=True attempts=1 fallback=False
[role] 生药库 -> non-core | ok=True attempts=1 fallback=False
[role] 养济院 -> non-core | ok=True attempts=1 fallback=False
[role] 广州方便医院 -> non-core | ok=True attempts=1 fallback=False
[role] 上海广益中医院 -> non-core | ok=True attempts=1 fallback=False
[role] 葫芦 -> non-core | ok=True attempts=1 fallback=False
[role] 串铃 -> non-core | ok=True attempts=1 fallback=False
[role] 《串雅》 -> core | ok=True attempts=1 fallback=False
[role] 铃医 -> core | ok=True attempts=1 fallback=False
[role] 伏羲 -> non-core | ok=True attempts=1 fallback=False
[role] 女娲 -> non-core | ok=True attempts=1 fallback=False
[role] 李次口 -> non-core | ok=True attempts=1 fallback=False
[role] 混沌状态 -> non-core | ok=True attempts=1 fallback=False
[role] 生命崇拜图腾 -> non-core | ok=True attempts=1 fallback=False
[role] 悬壶 -> non-core | ok=True attempts=1 fallback=False
[role] 阴阳未分的婴儿 -> non-core | ok=True attempts=1 fallback=False
[role] 身份标志 -> non-core | ok=True attempts=1 fallback=False
[role] 回归混沌的理想境界 -> non-core | ok=True attempts=1 fallback=False
[role] 玄鸟 -> non-core | ok=True attempts=1 fallback=False
[role] 费长房 -> non-core | ok=True attempts=1 fallback=False
[role] 老翁 -> non-core | ok=True attempts=1 fallback=False
[role] 行医 -> non-core | ok=True attempts=1 fallback=False
[role] 郎中 -> non-core | ok=True attempts=1 fallback=False
[role] 道术 -> core | ok=True attempts=1 fallback=False
[role] 铁盒 -> non-core | ok=True attempts=1 fallback=False
[role] 悬壶济世 -> non-core | ok=True attempts=1 fallback=False
[role] 名医 -> non-core | ok=True attempts=1 fallback=False
[role] 陶罐 -> non-core | ok=True attempts=1 fallback=False
[role] 盛药器具 -> core | ok=True attempts=1 fallback=False
[role] 招牌 -> non-core | ok=True attempts=1 fallback=False
[role] 中医诊疗器具 -> core | ok=True attempts=1 fallback=False
[role] 木箱 -> non-core | ok=True attempts=1 fallback=False
[role] 按摩用具 -> core | ok=True attempts=1 fallback=False
[role] 大针 -> non-core | ok=True attempts=1 fallback=False
[role] 圆针 -> non-core | ok=True attempts=1 fallback=False
[role] 圆利针 -> non-core | ok=True attempts=1 fallback=False
[role] 鍉针 -> non-core | ok=True attempts=1 fallback=False
[role] 古籍 -> core | ok=True attempts=1 fallback=False
[role] 药条灸 -> non-core | ok=True attempts=1 fallback=False
[role] 长针 -> non-core | ok=True attempts=1 fallback=False
[role] 明嘉靖铜人 -> non-core | ok=True attempts=1 fallback=False
[role] 民国铜人 -> non-core | ok=True attempts=1 fallback=False
[role] 医话 -> core | ok=True attempts=1 fallback=False
[role] 医论 -> core | ok=True attempts=1 fallback=False
[role] 经络系统 -> core | ok=True attempts=1 fallback=False
[role] 腧穴经络准则 -> non-core | ok=True attempts=1 fallback=False
[role] 蒙古族艺术风格 -> non-core | ok=True attempts=1 fallback=False
[role] 张仲景坐堂行医 -> non-core | ok=True attempts=1 fallback=False
[role] 采办务真，修制务精 -> non-core | ok=True attempts=1 fallback=False
[role] 针灸学 -> core | ok=True attempts=1 fallback=False
[role] 广州陈李济 -> non-core | ok=True attempts=1 fallback=False
[role] 三大中成药基地 -> non-core | ok=True attempts=1 fallback=False
[role] 蒙医特色 -> non-core | ok=True attempts=1 fallback=False
[role] 炮制虽繁必不敢省人工，品味虽贵必不敢减物力 -> non-core | ok=True attempts=1 fallback=False
[role] 戒欺 -> non-core | ok=True attempts=1 fallback=False
[role] 周代分科诊疗的医生制度 -> core | ok=True attempts=1 fallback=False
[role] 四大药局 -> core | ok=True attempts=1 fallback=False
[role] 汉代疫情救济 -> non-core | ok=True attempts=1 fallback=False
[role] 熟药所 -> non-core | ok=True attempts=1 fallback=False
[role] 南北朝佛教道教的医疗慈善 -> non-core | ok=True attempts=1 fallback=False
[role] 允执其信，上品为宗 -> non-core | ok=True attempts=1 fallback=False
[role] 寺庙道观 -> core | ok=True attempts=1 fallback=False
[role] 太平惠民局 -> non-core | ok=True attempts=1 fallback=False
[role] 上海各中医院 -> non-core | ok=True attempts=1 fallback=False
[role] 中华老字号 -> core | ok=True attempts=1 fallback=False
[role] 太医大使 -> non-core | ok=True attempts=1 fallback=False
[role] 十三科 -> non-core | ok=True attempts=1 fallback=False
[role] 九科 -> non-core | ok=True attempts=1 fallback=False
[role] 医官选派考核 -> non-core | ok=True attempts=1 fallback=False
[role] 生药库管理 -> non-core | ok=True attempts=1 fallback=False
[role] 医学教育 -> core | ok=True attempts=1 fallback=False
[role] 隔物灸 -> non-core | ok=True attempts=1 fallback=False
[role] 骨针 -> non-core | ok=True attempts=1 fallback=False
[role] 中医药招幌 -> core | ok=True attempts=1 fallback=False
[role] 胡庆余堂 -> non-core | ok=True attempts=1 fallback=False
[role] 同仁堂 -> core | ok=True attempts=1 fallback=False
[role] 陈李济 -> non-core | ok=True attempts=1 fallback=False
[role] 灸罩 -> non-core | ok=True attempts=1 fallback=False
[role] 人更三圣，世历三古 -> non-core | ok=True attempts=1 fallback=False
[role] 文王 -> non-core | ok=True attempts=1 fallback=False
[role] 数字卦 -> core | ok=True attempts=1 fallback=False
[role] 《易传》 -> core | ok=True attempts=1 fallback=False
[role] 顾炎武 -> non-core | ok=True attempts=1 fallback=False
[role] 孔子 -> core | ok=True attempts=1 fallback=False
[role] 六十四卦 -> core | ok=True attempts=1 fallback=False
[role] 神农 -> non-core | ok=True attempts=1 fallback=False
[role] 卦爻辞 -> non-core | ok=True attempts=1 fallback=False
[role] 夏禹 -> non-core | ok=True attempts=1 fallback=False
[role] 《左传》 -> core | ok=True attempts=1 fallback=False
[role] 欧阳修 -> non-core | ok=True attempts=1 fallback=False
[role] 卦辞 -> non-core | ok=True attempts=1 fallback=False
[role] 周公 -> non-core | ok=True attempts=1 fallback=False
[role] 《易经》 -> core | ok=True attempts=1 fallback=False
[role] 爻辞 -> non-core | ok=True attempts=1 fallback=False
[role] 占筮派 -> core | ok=True attempts=1 fallback=False
[role] 卦气 -> core | ok=True attempts=1 fallback=False
